"Officer.number";"Years.employed";"Age";"Officer.sex";"Officer.race";"Officer.department";"Officer.division";"Officer.sub.division.A";"Officer.sub.division.B"
"2750";"cc8b8e71eff12cb31cc29a916cdae7b8";"28";"57";"M";"Black / African American";"FOB - Field Operations Bureau";"Sixth District";"A Platoon";""
"2751";"c13ac4cb16b56a7f73496f2a22787407";"37";"61";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"2752";"7752874a5437cdb9adc63c65cefe828b";"31";"48";"F";"Black / African American";"FOB - Field Operations Bureau";"Third District";"Staff";""
"2753";"71454bf0d0caa6361c4f71fdcc9521d1";"35";"52";"M";"Black / African American";"FOB - Field Operations Bureau";"Eighth District";"C Platoon";""
"2754";"dc01f1a7b0b964f79106171e194d8453";"45";"66";"F";"Black / African American";"FOB - Field Operations Bureau";"Fourth District";"1st Platoon";""
"2755";"db3f22442ae6d27c757747674e6c29f0";"43";"64";"M";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2756";"acd6554a1afec2b2351a90567e5f2b40";"35";"56";"M";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2757";"5b85c180e426f8e2bb9c8feb94c9789e";"14";"50";"M";"White";"FOB - Field Operations Bureau";"Second District";"C Platoon";""
"2758";"8adb47332641e4308f1e34e6a066124d";"22";"40";"M";"Black / African American";"FOB - Field Operations Bureau";"Special Events";"";""
"2759";"5ec773c3afca616716afa16624111017";"53";"74";"M";"White";"PIB - Public Integrity Bureau";"NULL";"NULL";"NULL"
"2760";"8d2bd37fdf5d61ba30c80de3a526e9de";"35";"56";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2761";"d3932526068f782716da3bcb99b051e5";"22";"74";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2762";"6b3d5b1d7b2b0e4bba52f37f2d5dfe21";"23";"54";"M";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Extended Sick";""
"2763";"e0f4c3a7b54fec438dc011f4d292a584";"27";"56";"M";"Black / African American";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Central Evidence & Property Section ";"Platoon A"
"2764";"c713c97829efef8c7a46835120c7b2f1";"24";"47";"M";"Black / African American";"Office of the Superintendant";"NULL";"NULL";"NULL"
"2765";"9c98b8be7805284db5301ee4de24c459";"16";"48";"M";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2766";"43371bae01f13fc0d05511bb15361c4f";"28";"49";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2767";"9261c5d0f10212952636e9edb738b282";"14";"42";"M";"White";"ISB - Investigations and Support Bureau";"Criminal Investigations Division";"Special Victims  Section";"Sex Crimes Staff"
"2768";"072cb95ab477edd6f88095b7d4f6d788";"22";"48";"M";"Black / African American";"ISB - Investigations and Support Bureau";"Special Investigations Division";"Intelligence Section";""
"2769";"474f1562f0ce48c656b54180be9f5caf";"22";"56";"M";"Black / African American";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Central Evidence & Property Section ";"Platoon B"
"2770";"96ca5b664232994afa2db5cbd78b3132";"18";"45";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2771";"7bae6a007d035f757704f901ab323fbd";"25";"47";"M";"White";"FOB - Field Operations Bureau";"First District";"D.I.U.";"Persons"
"2772";"c2ed0b3ed3eb9b97ac0a2524984a30eb";"31";"63";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2773";"7fe198f557546dcd7c5d3a5b66d1c68d";"44";"73";"M";"White";"FOB - Field Operations Bureau";"Third District";"Staff";""
"2774";"9d89dec863a82b489129edf89964d24e";"48";"69";"M";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"2775";"0c3c33468fff16ca86821b467129d1d8";"45";"73";"M";"White";"NULL";"NULL";"NULL";"NULL"
"2776";"278fe22f495ebf5e7db421159f5fca39";"31";"59";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2777";"7bf13720ee2f30c10ca465f8628cc74e";"45";"65";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2778";"60f8830c7d2c8c21dd0ecd1fc098ff99";"42";"66";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2779";"ed4a99a22421e24793999a9c27e085ad";"42";"63";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2780";"a04555a38dd910f6a013d203658df51e";"21";"70";"F";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Extended Sick";""
"2781";"697b60298af0d46b35e3b2388eb84710";"45";"66";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2782";"a4e30b784a1bdcb8b76f3188e9cfa9da";"38";"62";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2783";"559e80109bf3598f375ec4f4516cd84e";"22";"45";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2784";"405071ecf3ce8f88de871565c285bb6d";"40";"64";"M";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2785";"dc154a9012120d92e7a7b57bd5d30a6c";"38";"59";"M";"Black / African American";"FOB - Field Operations Bureau";"Fourth District";"Staff";""
"2786";"587770febba995755ef6deda07867854";"38";"72";"M";"Black / African American";"Office of the Superintendant";"NULL";"NULL";"NULL"
"2787";"0527d63a18c0cd602aa0f0a73c7cd984";"19";"54";"M";"White";"FOB - Field Operations Bureau";"Third District";"Staff";""
"2788";"0bd9a4a00930052c720da9b54e2fc294";"34";"53";"F";"Black / African American";"FOB - Field Operations Bureau";"Fourth District";"Staff";""
"2789";"4d1e6a721a634ff1e371ff65cb4779c7";"40";"73";"M";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"2790";"924edddfd2e8a291e6729bbee5d3d0aa";"28";"60";"M";"Black / African American";"FOB - Field Operations Bureau";"Reserve Division";"";""
"2791";"890b5e35edaf1e3c9bfd3e9785862122";"30";"56";"M";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Extended Sick";""
"2792";"60c249f9f29321981dec6e0e0d598583";"28";"58";"M";"Black / African American";"FOB - Field Operations Bureau";"Third District";"B Platoon";""
"2793";"803882c319a686bd29f3fa0b25d40d5d";"32";"64";"M";"Black / African American";"FOB - Field Operations Bureau";"Second District";"Staff";""
"2794";"7fa80a155506c284bddd6efaeaebf69f";"52";"73";"M";"Black / African American";"FOB - Field Operations Bureau";"Reserve Division";"";""
"2795";"cc25649403cf519a402d7966d83e3eed";"51";"74";"M";"White";"ISB - Investigations and Support Bureau";"NULL";"NULL";"NULL"
"2796";"321e13498ed024c714713a91e15d3382";"48";"69";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2797";"d2987c584da5698b7aff9fae856c7665";"24";"57";"M";"Black / African American";"Compliance Bureau";"NULL";"NULL";"NULL"
"2798";"873c5c0adff92012024839e91422cc29";"29";"61";"F";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2799";"becae44b0a0b0c10e239d3c42a0be00e";"15";"43";"Unknown sex";"Unknown race";"FOB - Field Operations Bureau";"Reserve Division";"";""
"2800";"2a95e25ed52274a67de2ebc3af2d56fa";"17";"38";"M";"White";"FOB - Field Operations Bureau";"Third District";"Investigations";"Squad 2"
"2801";"58a0387385643af5dd581cd36e9b121b";"42";"64";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2802";"043143875df15f4b7362d3d1a98d113d";"34";"55";"M";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"2803";"26cf22a8c3ad2b5901927748baa08e19";"44";"69";"M";"White";"PIB - Public Integrity Bureau";"NULL";"NULL";"NULL"
"2804";"0f039859a69ab1ecf7c2f37911a307b9";"42";"63";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2805";"a76736b974de31fa44e9e0f88c525ed1";"35";"70";"M";"White";"NULL";"NULL";"NULL";"NULL"
"2806";"95cb1d59c6fdd754d062db0302e7e3b8";"18";"41";"F";"White";"ISB - Investigations and Support Bureau";"Criminal Investigations Division";"Homicide Section";"Cold Case"
"2807";"faeb755627e0688bb287436dece78cac";"19";"46";"F";"Black / African American";"FOB - Field Operations Bureau";"Second District";"Detailed/Other";""
"2808";"9775a2e05887cddce44e7a407e3dc280";"22";"49";"M";"White";"FOB - Field Operations Bureau";"Special Operations Division";"Traffic Section";""
"2809";"33632cac2932cb870d85a1d5e3cbed93";"46";"78";"M";"White";"Office of the Superintendant";"NULL";"NULL";"NULL"
"2810";"43b7dd35fb41f6f08bdbe8e16c7198aa";"50";"73";"M";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"2811";"55dc0f70efdd7ff3303da5a93cc5d53f";"22";"49";"M";"Black / African American";"FOB - Field Operations Bureau";"Eighth District";"Bourbon Promenade";""
"2812";"f5e206d942a693583ec074850b8159a5";"37";"58";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2813";"6451af73f4c86d857ee6c8265aaea350";"28";"50";"M";"White";"FOB - Field Operations Bureau";"Special Operations Division";"Tactical Section";"V.O.W.S. Unit"
"2814";"133ff54682b460724737820ab2defafd";"21";"42";"M";"White";"FOB - Field Operations Bureau";"First District";"Staff";"NULL"
"2815";"8783f8a6fc47a817d491508b1d5565f8";"35";"58";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2816";"c0e5b77d35163b1b1e4a8f8d9768c53f";"36";"60";"M";"White";"FOB - Field Operations Bureau";"Fourth District";"3rd Platoon";""
"2817";"3a01a417f44500ed2ae388d7394d944f";"19";"46";"F";"Black / African American";"ISB - Investigations and Support Bureau";"NULL";"NULL";"NULL"
"2818";"ec3c5d51b2a56c5bf876be358f465aff";"21";"44";"F";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";""
"2819";"2e1e0fbe7f9e020b179072c77f8edf81";"22";"45";"F";"Black / African American";"MSB - Management Service Bureau";"Education/Training & Recruitment Division";"Recruitment Division";"Staff"
"2820";"9aedff5eabaee8800b2e871ba0d2a3b9";"38";"59";"F";"Black / African American";"FOB - Field Operations Bureau";"First District";"Staff";"NULL"
"2821";"cf5efbdd9455da01131dd6edff38cd9a";"30";"54";"F";"Black / African American";"FOB - Field Operations Bureau";"Fifth District";"School Resource Officers";""
"2822";"145e90427a397ef2faed91673f3e91dd";"30";"58";"M";"Black / African American";"FOB - Field Operations Bureau";"Special Operations Division";"Traffic Section";"Motorcycle 2nd Platoon"
"2823";"52247d349aeef754b5ebb8e2f6a05604";"32";"49";"F";"Black / African American";"FOB - Field Operations Bureau";"Seventh District";"Staff";""
"2824";"23345462bd191f717ce512aeb3fd5fbe";"40";"69";"F";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2825";"6584b0db0caaa1264d3526bfe3fe4731";"22";"52";"F";"Black / African American";"MSB - Management Service Bureau";"Education/Training & Recruitment Division";"Training Section";"Range Staff"
"2826";"a91bea54f25ac9105745f5149f52b75f";"34";"57";"F";"Black / African American";"MSB - Management Service Bureau";"Staff";"";""
"2827";"fd1df0634af934630934a5e40379f908";"21";"43";"F";"Black / African American";"MSB - Management Service Bureau";"Education/Training & Recruitment Division";"Training Section";"Staff"
"2828";"edba96178a7edac3e56ce2b325ce7926";"19";"62";"M";"Black / African American";"FOB - Field Operations Bureau";"Eighth District";"Bourbon Promenade";""
"2829";"c3bef71f7b80ac17fa6fae4d58e10e37";"39";"61";"M";"Black / African American";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Support Services";"Risk Management Section"
"2830";"8cf751831e55efb8d03c567dd8082c4f";"22";"56";"F";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2831";"67136e064c3a907c959fdf354d53cd79";"32";"64";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"2832";"5bed3f912bd3a02da1cba0611651347a";"32";"57";"F";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"2833";"0708659a6a036b273f73fb16a5affe5c";"17";"44";"F";"Black / African American";"FOB - Field Operations Bureau";"Staff";"";""
"2834";"f6728cbb3ef1fa24997c2386c2a37fd2";"32";"71";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2835";"f4ece2e584a45ef3ca599834b613cb6a";"21";"42";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2836";"4ac8e4e52171f707d44b8c5d99d2712c";"30";"47";"M";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";""
"2837";"8bab05ed5920f11bd6bf10af325d4747";"37";"62";"M";"Black / African American";"FOB - Field Operations Bureau";"Special Operations Division";"Traffic Section";""
"2838";"0c5df24773d5bd1646358a3f48d3c445";"22";"43";"F";"Black / African American";"ISB - Investigations and Support Bureau";"Criminal Investigations Division";"Special Victims  Section";"Domestic Violence Unit"
"2839";"ecc7a6f4d36205e40bc7e2ffb43025c0";"31";"64";"M";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"LWOP";""
"2840";"54ef85eb8e835762e5d4dbbe48010f1d";"31";"53";"F";"Black / African American";"FOB - Field Operations Bureau";"First District";"Staff";""
"2841";"66044ccbb1b132265f2cc5302d6ff7cb";"23";"62";"M";"White";"MSB - Management Service Bureau";"Education/Training & Recruitment Division";"Training Section";"Range Staff"
"2842";"408716b463218c4ef9299e127f6a8c96";"19";"64";"M";"White";"FOB - Field Operations Bureau";"Second District";"Staff";""
"2843";"0b222a4686e72a5f0f5889c5ddd7943f";"47";"69";"M";"White";"ISB - Investigations and Support Bureau";"NULL";"NULL";"NULL"
"2844";"3c62be9156c539c3fd11b0a149a271e7";"31";"56";"M";"Black / African American";"FOB - Field Operations Bureau";"Eighth District";"Temporary";""
"2845";"bbb03410017dcabf53568f555b2b956b";"45";"66";"M";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"2846";"c67f49493ed5724fe9c7dc087c8a616e";"28";"50";"M";"White";"ISB - Investigations and Support Bureau";"Special Investigations Division";"Intelligence Section";""
"2847";"44453353a8106675911959d165f3aa33";"22";"59";"M";"White";"Office of the Superintendant";"Technology Section";"Administration";""
"2848";"0e186f85ef7a03a2c60ebb108b8427f5";"21";"46";"M";"White";"ISB - Investigations and Support Bureau";"Special Investigations Division";"Intelligence Section";""
"2849";"285903cd0b1e1760b422585b30c0e1d6";"30";"69";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2850";"47692a6f2f41dd1f689f3f545609820e";"30";"62";"M";"White";"NULL";"NULL";"NULL";"NULL"
"2851";"cd329c4bc41e58f568ed662aa28cd70f";"18";"41";"F";"Black / African American";"FOB - Field Operations Bureau";"First District";"School Resource Officers";""
"2852";"56a44b0a5a8c9337423b3e23dfc9a9ba";"32";"56";"F";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2853";"a4e71a8cb422af04eab36339a5f7960a";"38";"54";"M";"Black / African American";"ISB - Investigations and Support Bureau";"Criminal Investigations Division";"Juvenile Section";"3rd Platoon"
"2854";"7ccfca8bc499cf6ccaaf914ff665d2b3";"19";"42";"M";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2855";"244b105581efdac8e197461d45412308";"28";"43";"F";"Black / African American";"FOB - Field Operations Bureau";"Fourth District";"2nd Platoon";""
"2856";"c7cb4d0000a4424f23993b089614185e";"20";"53";"F";"Black / African American";"FOB - Field Operations Bureau";"Seventh District";"Day Watch";""
"2857";"0f7a98a6e9225233c940ee2076395c52";"22";"44";"F";"Black / African American";"MSB - Management Service Bureau";"Education/Training & Recruitment Division";"Recruitment Division";"Staff"
"2858";"c471cc772c38e20445777617d40a8a1d";"20";"43";"M";"Black / African American";"FOB - Field Operations Bureau";"Eighth District";"Bourbon Promenade";""
"2859";"8cf051b5c4acda82f096b56c3a8a6385";"22";"51";"M";"Black / African American";"FOB - Field Operations Bureau";"Eighth District";"Bourbon Promenade";""
"2860";"a6eef90c6e501cc6538b9369f3d59837";"30";"52";"M";"Black / African American";"ISB - Investigations and Support Bureau";"Criminal Investigations Division";"Juvenile Section";"2nd Platoon"
"2861";"f322c96156793eab686f23dd2f94fbe7";"39";"62";"M";"Black / African American";"FOB - Field Operations Bureau";"Eighth District";"French Market Patrol";""
"2862";"75f11ac2dfd1bc377a4e933a87d52286";"28";"52";"M";"Black / African American";"FOB - Field Operations Bureau";"Alternative Police Response";"";""
"2863";"50b6f8fd3b4690b89e54e2c3137ba24b";"28";"59";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"2864";"8a1df4c6e9b9f930cde2a50c9bff85ff";"29";"57";"M";"Black / African American";"FOB - Field Operations Bureau";"Fifth District";"C Platoon";""
"2865";"65d2e9007f6a43e95fa5ec85c6b29c58";"49";"74";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"2866";"1fe041e758c4559ccdcdb1ee461ae16b";"31";"59";"M";"Black / African American";"ISB - Investigations and Support Bureau";"NULL";"NULL";"NULL"
"2867";"7ee1a743618003f65f2d7f9bfe684036";"52";"73";"M";"White";"NULL";"NULL";"NULL";"NULL"
"2868";"a58bfbe3bd4ac5cba3ae165e6c815640";"18";"45";"M";"Black / African American";"ISB - Investigations and Support Bureau";"Criminal Investigations Division";"Homicide Section";"Squad A"
"2869";"dff0f5428ec40014e9eee0c6d13bf314";"22";"48";"M";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2870";"3f62da03f9ca8037487152cadc83dddb";"18";"46";"M";"Black / African American";"FOB - Field Operations Bureau";"Second District";"C Platoon";""
"2871";"01933ddc1526b47fb18e5044429c0698";"25";"56";"M";"Black / African American";"ISB - Investigations and Support Bureau";"Special Investigations Division";"Court Liaison";""
"2872";"c57db68c09188cc56059553630ba807c";"22";"64";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2873";"1a281681d9bf4c28c4e93e205ecc02e1";"39";"70";"M";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"2874";"7802634ab7249d756cbfe7b7a7d1921c";"37";"64";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2875";"41259e700103c7d598d48179d9ccbe22";"21";"45";"M";"Black / African American";"FOB - Field Operations Bureau";"Reserve Division";"";""
"2876";"5664935abc75e72ef4ef9a29fcb66b12";"31";"56";"M";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"2877";"dc2814e14b60c0a8e3fd5abfcffe3f56";"22";"44";"M";"White";"MSB - Management Service Bureau";"Records & Identification / Support Services Divisi";"Records & I.D.";"Special Officers Section"
"2878";"8a1e1ebf41d55094f3ba90142d93c734";"45";"70";"M";"White";"NULL";"NULL";"NULL";"NULL"
"2879";"bb5ece3a1b4349d0ba9fa527d2647ca7";"48";"69";"M";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"2880";"6f1abfd552f3c078df10a60aff900b0b";"19";"43";"M";"Black / African American";"FOB - Field Operations Bureau";"First District";"1st Platoon";""
"2881";"647ad6ec4bb2471cb5f6a9982243b474";"16";"44";"F";"Black / African American";"FOB - Field Operations Bureau";"Fourth District";"Staff";""
"2882";"beb0f05d278ed2282da3143496f17403";"21";"47";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"I.O.D.";""
"2883";"a2b459cd51ed7ad64bc848fd9c01589e";"28";"55";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2884";"1c1687430b4da60afd43f73960d212ff";"32";"49";"M";"Black / African American";"FOB - Field Operations Bureau";"Eighth District";"Day Beats";""
"2885";"29373a66a10e1dcb877b96b7c3cd338f";"28";"50";"F";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2886";"897d4a557eb103efab4dc0bc0189dd06";"22";"55";"F";"Black / African American";"FOB - Field Operations Bureau";"Fourth District";"1st Platoon";""
"2887";"e2d668d0f63fdf11daca964c0574b561";"22";"44";"F";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Extended Sick";""
"2888";"2883639259f42f98966c35bf16b59fc8";"30";"53";"M";"Black / African American";"FOB - Field Operations Bureau";"Fourth District";"2nd Platoon";""
"2889";"3a3b845505998ce9f1db07f5f07767c3";"20";"53";"F";"Black / African American";"PIB - Public Integrity Bureau";"Administrative Investigation Section";"Administrative Investigation Section";""
"2890";"1eee68b6eef978b9d30cdc9733960b29";"9";"56";"M";"White";"FOB - Field Operations Bureau";"Reserve Division";"";""
"2891";"c9c6c19d87acc6543a73f16a5ab590c7";"24";"46";"M";"Black / African American";"ISB - Investigations and Support Bureau";"NULL";"NULL";"NULL"
"2892";"4c14ab178d4488a3d7c56f5dfcc664f8";"30";"55";"M";"Black / African American";"FOB - Field Operations Bureau";"Eighth District";"C Platoon";""
"2893";"24a2a6f6fffb7084a288887717620cf2";"20";"42";"M";"Black / African American";"MSB - Management Service Bureau";"Education/Training & Recruitment Division";"Training Section";"Staff"
"2894";"a84538c903ae662c65414335e5244a46";"35";"58";"M";"Asian / Pacific Islander";"Office of the Superintendant";"NULL";"NULL";"NULL"
"2895";"eccefd93244d0b51a373fb9b9e683b5b";"19";"42";"F";"Black / African American";"FOB - Field Operations Bureau";"Seventh District";"Day Watch";""
"2896";"fe82660b75aae5f5cbfa7a94ed161ba4";"42";"63";"M";"Black / African American";"FOB - Field Operations Bureau";"Seventh District";"Night Watch";""
"2897";"d0d32b48ab9e36e19e2ff23b9fd3e1d7";"37";"59";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2898";"53103e274b9fadad238dd22395c5ca67";"26";"53";"F";"Black / African American";"FOB - Field Operations Bureau";"Third District";"Staff";""
"2899";"dab8ca558fd7b12fc38c2515abe5ab84";"22";"58";"M";"Hispanic";"FOB - Field Operations Bureau";"Eighth District";"A Platoon";""
"2900";"0d96461eb3e84e962c24c64b93749f91";"21";"54";"F";"Black / African American";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Firearms"
"2901";"f3f57a0ba07ec62c2153f6943f8c2bfe";"32";"69";"M";"Black / African American";"MSB - Management Service Bureau";"Education/Training & Recruitment Division";"Training Section";"Range Staff"
"2902";"0b1451904504df73ad897ea28487b57d";"25";"54";"M";"Black / African American";"FOB - Field Operations Bureau";"Special Operations Division";"Traffic Section";"Motorcycle 1st Platoon"
"2903";"51ce17d489c0742ce153fae994e3adb8";"40";"65";"F";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2904";"4a74168074dced88b8add9d852e61c70";"31";"65";"F";"Black / African American";"FOB - Field Operations Bureau";"First District";"Staff";""
"2905";"32dd2f57cb749a12761f78756c11024f";"49";"68";"F";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2906";"941c4571e98ceba4be6b94b22fc45833";"20";"45";"F";"Black / African American";"FOB - Field Operations Bureau";"Fourth District";"2nd Platoon";""
"2907";"e727d1bf11762a5a04d99c6a1f45dc41";"21";"52";"M";"Black / African American";"FOB - Field Operations Bureau";"Sixth District";"Staff";""
"2908";"49f6a7f3e46c9a21bbc368b53acf8792";"32";"51";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"2909";"1695b9e71094d7e1fbc0fa9cfc8807cd";"30";"66";"F";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2910";"8800d2bb06e2195d4de93851929002f9";"39";"58";"M";"Black / African American";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"2911";"8fd5269737723594ba255aef13fc8a19";"19";"51";"F";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";""
"2912";"de2cb783ff6c6c16ef8ab77b3f467b0c";"28";"54";"M";"Black / African American";"FOB - Field Operations Bureau";"Second District";"C Platoon";""
"2913";"72f53f41a082a8d86798723411096f00";"43";"64";"M";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"2914";"b4003a718a2e08a516c7e85fddf45b7d";"46";"70";"M";"White";"FOB - Field Operations Bureau";"Third District";"Staff";""
"2915";"fb359bd78194959d8b79aed05d7128f4";"23";"55";"M";"White";"FOB - Field Operations Bureau";"Fourth District";"3rd Platoon";""
"2916";"43b762cc5f9bf6d0b6abcff124888d64";"43";"65";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2917";"cfbc365082b46105cc3f5042dd636e7c";"28";"49";"M";"Black / African American";"FOB - Field Operations Bureau";"Third District";"Investigations";"Squad 3"
"2918";"2147bb85b1d371656fdfc929e7cc1949";"32";"51";"M";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Extended Sick";""
"2919";"b559c1b78d954336090c92b544d6ed90";"45";"67";"M";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"2920";"892be461b0e958d97a490f88ede40455";"25";"53";"M";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Extended Sick";""
"2921";"d94aa6b9288d60cfbbf86ca108686545";"35";"57";"M";"White";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2922";"8c8cb7044b1a5c7b50effdaf8dc85399";"39";"67";"M";"Black / African American";"ISB - Investigations and Support Bureau";"NULL";"NULL";"NULL"
"2923";"63f27bd1a4fd81984936e54988ff164d";"25";"48";"M";"Black / African American";"PIB - Public Integrity Bureau";"Special Investigation Section";"Special Investigation Section";""
"2924";"cca4fcde7129484bcbb25036d5837687";"42";"68";"M";"White";"MSB - Management Service Bureau";"NULL";"NULL";"NULL"
"2925";"44d4feb53628c6fd828569f321db1532";"35";"65";"M";"White";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2926";"de0ec219ba5f21e58b521fb741e7b0d5";"22";"55";"M";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2927";"02d2ca9179b8ad3273929669cda59f71";"23";"49";"M";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Staff";""
"2928";"1ee0b0e0c2f4ea3bf2d0bfd0d7f412ed";"45";"66";"M";"White";"NULL";"NULL";"NULL";"NULL"
"2929";"024aed9f3b607fd9da175c8accaf9b45";"32";"64";"M";"Black / African American";"ISB - Investigations and Support Bureau";"NULL";"NULL";"NULL"
"2930";"89493fffc60bd198bc6ee0129171a394";"42";"69";"M";"Black / African American";"FOB - Field Operations Bureau";"NULL";"NULL";"NULL"
"2931";"b9b4331d478d758e9c671f6b8cf2cf60";"34";"55";"M";"Black / African American";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";""
"2932";"0d375d4ad884f8002e5bc566c5e6ed29";"45";"75";"M";"Black / African American";"NULL";"NULL";"NULL";"NULL"
"2933";"2668768f8cffd791990104ead788b535";"48";"68";"M";"Black / African American";"Compliance Bureau";"NULL";"NULL";"NULL"
"2934";"425225bbb48a7f0b76eb70461e07bfa8";"25";"56";"M";"White";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Firearms"
"2935";"012f00e173cb3afde3390eb59587c69e";"43";"66";"M";"White";"FOB - Field Operations Bureau";"Third District";"Staff";""
"2936";"d93903f404c2694094e197d13c488c61";"22";"48";"M";"Black / African American";"FOB - Field Operations Bureau";"Special Events";"";""
