"id","occurredDate","division","district","shift","beat","serviceType","source","allegationType","allegation","finding","residentRace","residentSex","residentAge","officerRace","officerSex","officerAge","officerYearsOfService","officerIdentifier"
"76e431ea9e8662978a79399a593a3010","2015-04-12 00:00:00","Operations Division","Downtown  District","DT Late Tact Foot and Bicycle","","Arrest","CPCO (Formal)","Use of Force","Unreasonable Force (Hands, Fists, Feet)","","Black","Female","32","White","Male","42","16","f328f61a318279b540e24dcb9ea27353"
"37c5b6ca1d536a3fd4f3fa10e4897b07","2017-04-17 00:00:00","Operations Division","North District","ND Day Shift","ND Day Shift","Call for Service","CPCO (Formal)","Substandard Performance","Members Shall Conform to Established Work Standards to Their Rank/Position.","","Black","Female","29","White","Male","42","18","F2eddb660c694f5952e2c9763cd3c3f4"
"37c5b6ca1d536a3fd4f3fa10e4897b07","2017-04-17 00:00:00","Operations Division","North District","ND Day Shift","ND Day Shift","Call for Service","CPCO (Formal)","Substandard Performance","Members Shall Conform to Established Work Standards to Their Rank/Position.","","Black","Female","29","Black","Female","41","16","8e516f1383d95ca544af80809e73c9b2"
"37c5b6ca1d536a3fd4f3fa10e4897b07","2017-04-17 00:00:00","Operations Division","North District","ND Day Shift","ND Day Shift","Call for Service","CPCO (Formal)","Substandard Performance","Members Shall Conform to Established Work Standards to Their Rank/Position.","","Black","Female","29","White","Male","36","13","9173ca7dbe3f81354781fe6ae87e8e19"
"37c5b6ca1d536a3fd4f3fa10e4897b07","2017-04-17 00:00:00","Operations Division","North District","ND Day Shift","ND Day Shift","Call for Service","CPCO (Formal)","Substandard Performance","Members Shall Conform to Established Work Standards to Their Rank/Position.","","Black","Female","29","White","Male","35","13","F635813c55ec5305807ccd72526e6056"
"310cd40ef1c2cd70fd2ec2aacc038b92","2017-06-13 00:00:00","Operations Division","Southeast District","SE Day Shift","SE Day Shift","Call for Service","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","","White","Female","","White","Male","44","18","179d5d840bd693d93f9cf0dbac696ed3"
"310cd40ef1c2cd70fd2ec2aacc038b92","2017-06-13 00:00:00","Operations Division","Southeast District","SE Day Shift","SE Day Shift","Call for Service","CPCO (Informal)","Substandard Performance","Failure to Perform Duties Which Maintain Satisfactory Standards of Efficiency/Objectives of Department.","","White","Female","","White","Male","44","18","179d5d840bd693d93f9cf0dbac696ed3"
"075ddb3d969eb4fb013248deed26ad70","2017-06-02 00:00:00","Operations Division","North District","ND Middle Shift","","Call for Service","CPCO (Formal)","Substandard Performance","Failure to Properly Investigate an Incident","","White","Female","44","Black","Male","32","7","1076d6567c74d4d44cc18a18ed6fa0f9"
"075ddb3d969eb4fb013248deed26ad70","2017-06-02 00:00:00","Operations Division","North District","ND Middle Shift","","Call for Service","CPCO (Formal)","Substandard Performance","Failure to Perform Duties Which Maintain Satisfactory Standards of Efficiency/Objectives of Department.","","White","Female","44","Hispanic","Female","33","10","64cc6e50047f936aab79770c690dbbe5"
"f7496a2b4f042ccef1270a547d24efad","2017-08-05 00:00:00","Operations Division","Southwest District","SW Late Shift","","","CPCO (Informal)","","","","","Male","32","White","Male","39","13","5a3991b5541d2bc56c406d49935dc9f6"
"6b89d56702e5619df210f57d427ed36a","2017-08-01 00:00:00","Operations Division","North District","ND Late Shift","","Traffic Stop","CPCO (Formal)","Use of Force","Officers Shall Not Mistreat Persons Who Are in Thier Custody","","Black","Male","34","White","Male","31","7","975b0ba0f498dc51e1f85fdfa3d591ab"
"786ce3781cd69d44379b818e5a7194de","2017-09-12 00:00:00","Operations Division","Southeast District","SE Middle Shift","","Call for Service","CPCO (Informal)","Violation of Any Rule","Failure to Follow Policy","","White","Female","53","White","Male","29","1","D5edfcf313d6ca894fa25472a17c20f3"
"cbb5bc8bf3dd8c406cac37993bcf3c3c","2015-05-09 00:00:00","Operations Division","Northwest District","NW Late Shift","","Call For Service","CPCO (Formal)","Bias-Based Profiling","National Origin","Exonerated","Hispanic","Female","20","White","Female","49","14","eedf9207916f8361a210b85561dc7c7b"
"6574da679cb97851a7eabbf8e0499476","2013-05-03 00:00:00","Operations Division","East District","ED Middle Shift","ED Day Shift 2nd Rc","Arrest","CPCO (Informal)","Use of Force","Unreasonable Force (Hands, Fists, Feet)","","Black","Male","56","White","Male","48","19","934230678a348d770309db3cfbc29881"
"6574da679cb97851a7eabbf8e0499476","2013-05-03 00:00:00","Operations Division","East District","ED Middle Shift","ED Day Shift 2nd Rc","Arrest","CPCO (Informal)","Use of Force","Unreasonable Force (Hands, Fists, Feet)","","Black","Male","56","White","Male","37","5","86942e4bf7ebadb79d07b46594e24dba"
"267e05f5cc284852653c214f35324cff","2017-02-01 00:00:00","Operations Division","Northwest District","NW Middle Shift","Flex Team","Traffic Stop","CPCO (Formal)","Violation of Any Law","Theft","","Black","Male","31","White","Male","32","2","0c3131f530211637d7970c849096331e"
"6574da679cb97851a7eabbf8e0499476","2013-05-03 00:00:00","Operations Division","East District","ED Middle Shift","ED Day Shift 2nd Rc","Arrest","CPCO (Informal)","Use of Force","Unreasonable Force (Hands, Fists, Feet)","","Black","Male","56","Black","Male","32","3","778f259fed9596478bb7f77ffa83e8e0"
"267e05f5cc284852653c214f35324cff","2017-02-01 00:00:00","Operations Division","Northwest District","NW Middle Shift","Flex Team","Traffic Stop","CPCO (Formal)","","","","Black","Male","31","White","Male","32","2","0c3131f530211637d7970c849096331e"
"267e05f5cc284852653c214f35324cff","2017-02-01 00:00:00","Operations Division","Northwest District","NW Middle Shift","Flex Team","Traffic Stop","CPCO (Formal)","Substandard Performance","Failure to Submit Evidence or Property to Property Room as Required","","Black","Male","31","Black","Female","30","2","9a37d3bee8bb6990d81135a1826be905"
"267e05f5cc284852653c214f35324cff","2017-02-01 00:00:00","Operations Division","Northwest District","NW Middle Shift","Flex Team","Traffic Stop","CPCO (Formal)","","","","Black","Male","31","Black","Female","30","2","9a37d3bee8bb6990d81135a1826be905"
"484800f6504ac09f078c2aded14c652f","2017-02-04 00:00:00","Criminal Investigation Division","Homicide and Robbery","Homicide Section (Day)","Homicide Unit (Day)","Investigation","CPCO (Formal)","Substandard Performance","Inability or Unwillingness to Perform Assigned Duties.","","Black","Female","42","Hispanic","Male","47","15","3e2a657abbc25c9de5580470d393525f"
"1f43902ec4b141f0d022e217ccc87893","2017-09-18 00:00:00","Homeland Security Division","Intel Operations Branch","Real-Time Incident Analysis","","","CPCO (Informal)","Substandard Performance","Failure to Perform Duties Which Maintain Satisfactory Standards of Efficiency/Objectives of Department.","","Black","Female","39","White","Male","44","19","A5cecb92b1b9bffee8a03b43a0b44607"
"623563903ea83bc3f6a0dc503b895497","2017-05-01 00:00:00","Homeland Security Division","Homeland Security Bureau/Traffic","Crash Investigations Section","Accident Investigations Unit","Call for Service","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","","Black","Male","29","White","Male","46","16","968c9d7e6a458933a64b2383fd53b5a4"
"71228708bf5f706344abda3c4737ab34","2015-05-28 00:00:00","Homeland Security Division","Homeland Security Bureau/Tactical","Canine Section","Canine Unit - Day","Not Applicable","CPCO (Informal)","Unit or Section SOPs","","Not Sustained","White","Male","43","White","Male","49","26","96f47435ca611cbec7f0592fc56581da"
"7e65ca2ea09bd880be24de3bf41cf5c8","2015-05-31 00:00:00","Administration Division","Training Bureau","Firearms Training Section","","Not Applicable","CPCO (Informal)","Vehicle Operation","Speeding","Sustained","White ","Male","45","White","Male","42","15","12e9dd4733ef12a07f8e8c255ad90500"
"2100cd47505be2e7819527d655968991","2017-06-22 00:00:00","Criminal Investigation Division","Domestic & Sex Violence","Domestic Violence Section","Domestic Violence Unit","","CPCO (Informal)","Vehicle Operation","Aggressive or Unsafe Driving","","","Female","","White","Male","44","9","83b671aa3866d37c872041b28a0ae5b3"
"48fca6be8545459221d69a878980ec8b","2015-06-01 00:00:00","Office of the Chief","Community Affairs Branch","Multi-Cultural Relations","Squad #4","Not Applicable","CPCO (Informal)","Vehicle Operation","Speeding","Not Sustained","White","Female","69","Black","Male","55","33","0d280d018980af994ce5cf87ce8f951f"
"2100cd47505be2e7819527d655968991","2017-06-22 00:00:00","Criminal Investigation Division","Domestic & Sex Violence","Domestic Violence Section","Domestic Violence Unit","","CPCO (Informal)","Substandard Performance","Failure to Perform Duties Which Maintain Satisfactory Standards of Efficiency/Objectives of Department.","","","Female","","White","Male","44","9","83b671aa3866d37c872041b28a0ae5b3"
"f7496a2b4f042ccef1270a547d24efad","2017-08-05 00:00:00","Operations Division","Southwest District","SW Late Shift","","Call for Service","CPCO (Informal)","Substandard Performance","Failure to Perform Duties Which Maintain Satisfactory Standards of Efficiency/Objectives of Department.","","","Male","32","White","Male","39","13","5a3991b5541d2bc56c406d49935dc9f6"
"628ecb53a5fde9f9d91f1b06bc5b23bf","2017-08-10 00:00:00","Operations Division","Northwest District","NW Detective Section","NW Detective Day Shift","","CPCO (Formal)","","","","Other","Female","42","White","Male","38","13","63e8d615371e1fbe9b430f09c77b15e3"
"1f43902ec4b141f0d022e217ccc87893","2017-09-18 00:00:00","Homeland Security Division","Intel Operations Branch","Real-Time Incident Analysis","","","CPCO (Informal)","Vehicle Operation","Aggressive or Unsafe Driving","","Black","Female","39","White","Male","44","19","A5cecb92b1b9bffee8a03b43a0b44607"
"2006ff2295928b8f167219c164c8f3fb","2017-09-21 00:00:00","Administration Division","Training Bureau","Recruit Training Section","14th Recruit Class","","CPCO (Informal)","","","","White","Female","45","White","Male","25","","5c1c246459609e1be4b7b8f05a1e5df4"
"f2ee4fbcee1d512ed4a37a8e1fe0b5c8","2017-09-19 00:00:00","Operations Division","Southwest District","SW Late Shift","","","CPCO (Informal)","","","","White","Female","47","White","Male","26","1","C589c8b8e9d2094ac04e225c0f10024c"
"eb438094ee8e5ac9abd97b6ee41d616f","2017-09-07 00:00:00","Operations Division","Northwest District","NW Day Shift","NW Day Shift","","CPCO (Formal)","","","","White","Male","38","Black","Male","65","18","3cb8b48bda16b3fc3c3c14931570f9d4"
"eb438094ee8e5ac9abd97b6ee41d616f","2017-09-07 00:00:00","Operations Division","Northwest District","NW Day Shift","NW Day Shift","","CPCO (Formal)","","","","White","Male","38","White","Male","48","17","9b3247c2c566c0dfe903dfc118f6758e"
"1d29c2cf08c16fbb12de90b030ddb79a","2017-10-17 00:00:00","Operations Division","Southwest District","SW Day Shift","SW Day Shift","","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","","Black","Female","","White","Male","39","15","Cc8603f5f98a4dc85df808969fa73899"
"fd2c34db6314681385eb30d9866fa0b6","2017-12-01 00:00:00","Operations Division","Southwest District","SW Middle Shift","","Call for Service","CPCO (Informal)","Substandard Performance","Failure to Perform Duties Which Maintain Satisfactory Standards of Efficiency/Objectives of Department.","","White","Female","40","White","Male","37","15","F378e63d311642dad345e48047a1c778"
"f97c808639c3c03388f2942a0b423427","2018-03-09 00:00:00","Operations Division","Southeast District","Neighborhood Impact","Community Resources","","CPCO (Informal)","","","","","","","White","Male","49","19","E34a47dc7e62a58662e429908ee0dcd7"
"c29d322ec8ddd7961fb9dfd3b37bcb08","2017-05-04 00:00:00","Operations Division","North District","ND Middle Shift","","Not Applicable","CPCO (Formal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","Not Sustained","Bi-Racial","Male","33","Black","Male","24","1","F498d669ebdae0e8afea65b2a3b93908"
"44f0329fc6407ba81d198acb5b8e5a28","2015-06-06 00:00:00","Operations Division","Downtown  District","DT Late Shift","","Traffic Stop","CPCO (Informal)","Vehicle Operation","Speeding","Exonerated","White","Male","47","Black","Male","40","14","80f64708b12f4b902ad8a8f6ea3b280c"
"44f0329fc6407ba81d198acb5b8e5a28","2015-06-06 00:00:00","Operations Division","Downtown  District","DT Late Shift","","Traffic Stop","CPCO (Informal)","Vehicle Operation","Speeding","","White","Male","47","White","Male","33","5","9f36458b7101fe0a176cc863fe37a430"
"c26f905953cf6656da25480bc1d56923","2015-04-22 00:00:00","Operations Division","Northwest District","NW Middle Shift","","Call For Service","CPCO (Formal)","Bias-Based Profiling","Race","Unfounded","Black","Female","34","White","Male","36","12","275235ddff072e560fe3293ec2235977"
"c29d322ec8ddd7961fb9dfd3b37bcb08","2017-05-04 00:00:00","Operations Division","North District","ND Middle Shift","","Not Applicable","CPCO (Formal)","Citizen Interaction","Failure to Provide Name or Badge Number","Sustained","Bi-Racial","Male","33","Black","Male","24","1","F498d669ebdae0e8afea65b2a3b93908"
"74023ebd571e998c1f90158e298c4001","2017-05-02 00:00:00","Operations Division","North District","ND Day Shift","Day Shift 2nd Rc","Investigation","CPCO (Formal)","Bias-Based Profiling","Race","Exonerated","Black","Male","26","White","Male","47","15","B3cdafa783296ef73dfba09d53a92cdc"
"7737efb9c6fe8cda1295ccec6a8dd82a","2017-02-20 00:00:00","Administration Division","Training Bureau","Recruit Training Section","13th Recruit Class","Call for Service","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Gesture(s)","","Black","Female","31","White","Male","30","","0e01def1a4eebf7e9fee2bc87ea8d9ee"
"7737efb9c6fe8cda1295ccec6a8dd82a","2017-02-20 00:00:00","Administration Division","Training Bureau","Recruit Training Section","13th Recruit Class","Call for Service","CPCO (Informal)","Neglect of Duty","Failure to Make and Turn in All Reports Promptly, Accurately, and Completely in Conformity With Department Orders.","","Black","Female","31","White","Male","30","","0e01def1a4eebf7e9fee2bc87ea8d9ee"
"7737efb9c6fe8cda1295ccec6a8dd82a","2017-02-20 00:00:00","Administration Division","Training Bureau","Recruit Training Section","13th Recruit Class","Call for Service","CPCO (Informal)","Substandard Performance","Failure to Perform Duties Which Maintain Satisfactory Standards of Efficiency/Objectives of Department.","","Black","Female","31","White","Male","30","","0e01def1a4eebf7e9fee2bc87ea8d9ee"
"4ddd778e8f49a4632ac072b0de904dad","2015-04-06 00:00:00","Operations Division","Southwest District","SW Late Tactical Shift","","Arrest","CPCO (Formal)","Use of Force","Unreasonable Force (Other)","","White","Male","31","White","Male","45","18","efdb5d016ab78680273ef6c3ed0f5c70"
"9f856cbd2c107638b72465dc2ce8d92c","2017-06-15 00:00:00","Operations Division","North District","ND Day Shift","ND Day Shift","Traffic Stop","CPCO (Informal)","Neglect of Duty","Failure to Request a Supervisor When a Citizen Desires to Make a Complaint","","","Male","","White","Male","52","18","Cd2d8e34eda248a76fa7bcf945847e78"
"69d93082912a0c08aa6ed9f987078d7e","2017-05-05 00:00:00","Operations Division","Northwest District","","","Traffic Stop","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Gesture(s)","","Unknown","Male","45","White","Male","47","23","1acc5d93573a166dd43521829f644252"
"6253d20ee408978dbae8257597b891dd","2015-06-20 00:00:00","Operations Division","North District","ND Day Shift","","Call For Service","CPCO (Formal)","Use of Force","Unreasonable Force (Hands, Fists, Feet)","","Black","Female","30","White","Male","45","13","b3cdafa783296ef73dfba09d53a92cdc"
"9f856cbd2c107638b72465dc2ce8d92c","2017-06-15 00:00:00","Operations Division","North District","ND Day Shift","ND Day Shift","Traffic Stop","CPCO (Informal)","","","","","Male","","White","Male","52","18","Cd2d8e34eda248a76fa7bcf945847e78"
"7255f90616a7d66f8b06f8bddc1fcc8b","2017-08-17 00:00:00","Homeland Security Division","Homeland Security Bureau/Traffic","Traffic Enforcement Section","","","CPCO (Informal)","Violation of Any Rule","Failure to Conform to the Department's Rules, Regulations, Orders, Policies, and Sops While Off Duty","","","Female","","White","Male","57","26","7d55d32ba3df126f28f61d57686693bf"
"628ecb53a5fde9f9d91f1b06bc5b23bf","2017-08-10 00:00:00","Operations Division","Northwest District","NW Detective Section","NW Detective Day Shift","","CPCO (Formal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","Other","Female","42","White","Male","38","13","63e8d615371e1fbe9b430f09c77b15e3"
"52ac8b16c2a8fabc097c4a127f3e311f","2017-05-08 00:00:00","Operations Division","North District","ND Day Shift","ND Day Shift","Self-Initiated Activity","CPCO (Informal)","Substandard Performance","Failure to Perform Duties Which Maintain Satisfactory Standards of Efficiency/Objectives of Department.","Exonerated","White","Female","35","White","Male","41","15","Ac33275852da774d6549cbede3fecb3d"
"1e5619c282a5becee42875d568f0cc95","2017-06-24 00:00:00","Operations Division","North District","ND Late Shift","","","CPCO (Informal)","","","","Black","Female","40","White","Male","44","16","A780234824afc531c53fa1e9564e500b"
"1e5619c282a5becee42875d568f0cc95","2017-06-24 00:00:00","Operations Division","North District","ND Late Shift","","","CPCO (Informal)","Vehicle Operation","Aggressive or Unsafe Driving","","Black","Female","40","White","Male","44","16","A780234824afc531c53fa1e9564e500b"
"1e5619c282a5becee42875d568f0cc95","2017-06-24 00:00:00","Operations Division","North District","ND Late Shift","","","CPCO (Informal)","Substandard Performance","Failure to Perform Duties Which Maintain Satisfactory Standards of Efficiency/Objectives of Department.","","Black","Female","40","White","Male","44","16","A780234824afc531c53fa1e9564e500b"
"105ec3a4b4060fe3e8b25e0d58e26365","2017-08-07 00:00:00","Operations Division","Southwest District","SW Middle Shift","","","CPCO (Informal)","","","","","Female","","White","Male","47","17","51e77ff02dd4cb0b691f657e540e6b72"
"4ba24e4324b2104ae906b588cb5d8e37","2017-08-19 00:00:00","Operations Division","East District","ED Day Shift","ED Day Shift","Arrest","CPCO (Formal)","Use of Force","Members Shall Not Use More Force Than Reasonably Necessary","","Black","Male","37","White","Male","46","18","96fd15f607456d35e3ae4655d63ef0d9"
"4ba24e4324b2104ae906b588cb5d8e37","2017-08-19 00:00:00","Operations Division","East District","ED Day Shift","ED Day Shift","Arrest","CPCO (Formal)","","","","Black","Male","37","White","Male","37","9","6bf65c83ae91cb567f3b8ee2880d8457"
"4ba24e4324b2104ae906b588cb5d8e37","2017-08-19 00:00:00","Operations Division","East District","ED Day Shift","ED Day Shift","Arrest","CPCO (Formal)","Citizen Interaction","Indecent or Lewd Language","","Black","Male","37","White","Male","37","9","6bf65c83ae91cb567f3b8ee2880d8457"
"628ecb53a5fde9f9d91f1b06bc5b23bf","2017-08-10 00:00:00","Operations Division","Northwest District","NW Detective Section","NW Detective Day Shift","Traffic Stop","CPCO (Formal)","Citizen Interaction","Indecent or Lewd Language","","Other","Female","42","White","Male","38","13","63e8d615371e1fbe9b430f09c77b15e3"
"4b0042f17f03f3a44d6761f5354c555c","2017-10-17 00:00:00","Operations Division","East District","ED Middle Shift","","","CPCO (Informal)","","","","Black","Female","39","White","Male","28","3","A70e3051d56127d38aa7c197354b1fe5"
"ce35124d6c1c893f5a13092d4e4cccac","2017-02-25 00:00:00","Homeland Security Division","Homeland Security Bureau/Traffic","Crash Investigations Section","DWI Investigations Unit","","CPCO (Informal)","Substandard Performance","Failure to Perform Duties Which Maintain Satisfactory Standards of Efficiency/Objectives of Department.","","White","Male","36","White","Male","54","30","2f712b6bc5a30401ee5fc5684eafbbc1"
"ce35124d6c1c893f5a13092d4e4cccac","2017-02-25 00:00:00","Homeland Security Division","Homeland Security Bureau/Traffic","Crash Investigations Section","DWI Investigations Unit","","CPCO (Informal)","Vehicle Operation","Aggressive or Unsafe Driving","","White","Male","36","White","Male","54","30","2f712b6bc5a30401ee5fc5684eafbbc1"
"ce35124d6c1c893f5a13092d4e4cccac","2017-02-25 00:00:00","Homeland Security Division","Homeland Security Bureau/Traffic","Crash Investigations Section","DWI Investigations Unit","","CPCO (Informal)","Vehicle Operation","Misuse of Emergency Lights or Siren","","White","Male","36","White","Male","54","30","2f712b6bc5a30401ee5fc5684eafbbc1"
"ce35124d6c1c893f5a13092d4e4cccac","2017-02-25 00:00:00","Homeland Security Division","Homeland Security Bureau/Traffic","Crash Investigations Section","DWI Investigations Unit","","CPCO (Informal)","Vehicle Operation","Speeding","","White","Male","36","White","Male","54","30","2f712b6bc5a30401ee5fc5684eafbbc1"
"6df7c7bd7c1e717351d30d49ce911b36","2017-02-27 00:00:00","Administration Division","Training Bureau","Recruiting","Recruiting Unit","","CPCO (Informal)","","","","","Female","","Black","Female","52","27","2d0bd77bf9a5294b94a16520e3e356eb"
"c00e86bdecb87c07c8d629fe72218902","2017-05-10 00:00:00","Operations Division","Southeast District","SE Day Shift","SE Day Shift","","CPCO (Informal)","","","","Black","Female","74","Black","Female","49","13","E937f002488be50ca2462a46d6280a2c"
"5bfa614f47dcc382f83deb5a6eaf56ee","2017-06-26 00:00:00","Operations Division","Southwest District","SW Middle Shift","","","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","","White","Male","52","White","Male","25","3","C2c49f9f20a9cf01c848454cbe5254eb"
"d5a0b01c307924a6b87fd0274e59b9a8","2015-07-04 00:00:00","Operations Division","Downtown  District","DT Late Tact Foot and Bicycle","","Arrest","CPCO (Formal)","Use of Force","Unreasonable Force (Handcuff Marks)","","Black","Male","21","White","Male","42","16","f328f61a318279b540e24dcb9ea27353"
"5bfa614f47dcc382f83deb5a6eaf56ee","2017-06-26 00:00:00","Operations Division","Southwest District","SW Middle Shift","","","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","","White","Male","52","White","Male","50","26","6bbf0e742dbc1e33d7a2a4cf93b943e9"
"105ec3a4b4060fe3e8b25e0d58e26365","2017-08-07 00:00:00","Operations Division","Southwest District","SW Middle Shift","","Investigation","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","Black","Male","","White","Male","47","17","51e77ff02dd4cb0b691f657e540e6b72"
"4ba24e4324b2104ae906b588cb5d8e37","2017-08-19 00:00:00","Operations Division","East District","ED Day Shift","ED Day Shift","Arrest","CPCO (Formal)","Use of Force","Members Shall Not Use More Force Than Reasonably Necessary","","Black","Male","37","White","Female","40","11","0de31b0f65eec1484dc797d78238dcd6"
"4ddc9ed2a5d809fdaf5935fb39128b9d","2015-06-23 00:00:00","Operations Division","Southwest District","SW Day Tactical Shift","","Call For Service","CPCO (Formal)","Bias-Based Profiling","Race","Unfounded","Black","Male","63","White","Male","41","16","7498d355619d0f820426975e4fb8fda0"
"4ba24e4324b2104ae906b588cb5d8e37","2017-08-19 00:00:00","Operations Division","East District","ED Day Shift","ED Day Shift","Arrest","CPCO (Formal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","Black","Male","37","White","Female","40","11","0de31b0f65eec1484dc797d78238dcd6"
"2006ff2295928b8f167219c164c8f3fb","2017-09-21 00:00:00","Administration Division","Training Bureau","Recruit Training Section","14th Recruit Class","","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","White","Female","45","White","Male","25","","5c1c246459609e1be4b7b8f05a1e5df4"
"f2ee4fbcee1d512ed4a37a8e1fe0b5c8","2017-09-19 00:00:00","Operations Division","Southwest District","SW Late Shift","","","CPCO (Informal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","White","Female","47","White","Male","26","1","C589c8b8e9d2094ac04e225c0f10024c"
"2006ff2295928b8f167219c164c8f3fb","2017-09-21 00:00:00","Administration Division","Training Bureau","Recruit Training Section","14th Recruit Class","Call for Service","CPCO (Informal)","Citizen Interaction","Failure to Make a Report When Approached by a Citizen","","White","Female","45","White","Male","25","","5c1c246459609e1be4b7b8f05a1e5df4"
"2006ff2295928b8f167219c164c8f3fb","2017-09-21 00:00:00","Administration Division","Training Bureau","Recruit Training Section","14th Recruit Class","Call for Service","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","","White","Female","45","White","Male","25","","5c1c246459609e1be4b7b8f05a1e5df4"
"eb438094ee8e5ac9abd97b6ee41d616f","2017-09-07 00:00:00","Operations Division","Northwest District","NW Day Shift","NW Day Shift","","CPCO (Formal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","White","Male","38","Black","Male","65","18","3cb8b48bda16b3fc3c3c14931570f9d4"
"eb438094ee8e5ac9abd97b6ee41d616f","2017-09-07 00:00:00","Operations Division","Northwest District","NW Day Shift","NW Day Shift","","CPCO (Formal)","Citizen Interaction","","","White","Male","38","White","Male","48","17","9b3247c2c566c0dfe903dfc118f6758e"
"eb438094ee8e5ac9abd97b6ee41d616f","2017-09-07 00:00:00","Operations Division","Northwest District","NW Day Shift","NW Day Shift","","CPCO (Formal)","Citizen Interaction","Rude, Demeaning, or Affronting Language","","White","Male","38","White","Male","48","17","9b3247c2c566c0dfe903dfc118f6758e"
"682da6fd10e0e54ba6d00889ea996ede","2017-09-23 00:00:00","Operations Division","Southeast District","SE Late Shift","","","CPCO (Informal)","","","","","Male","","White","Male","34","9","Ffd9da06b916f84792d7bb9c6edc4ba4"
"eb438094ee8e5ac9abd97b6ee41d616f","2017-09-07 00:00:00","Operations Division","Northwest District","NW Day Shift","NW Day Shift","Call for Service","CPCO (Formal)","Substandard Performance","Failure to Perform Duties Which Maintain Satisfactory Standards of Efficiency/Objectives of Department.","","White","Male","38","Black","Male","65","18","3cb8b48bda16b3fc3c3c14931570f9d4"
"4b0042f17f03f3a44d6761f5354c555c","2017-10-17 00:00:00","Operations Division","East District","ED Middle Shift","","","CPCO (Informal)","Substandard Performance","Failure to Perform Duties Which Maintain Satisfactory Standards of Efficiency/Objectives of Department.","","Black","Female","39","White","Male","28","3","A70e3051d56127d38aa7c197354b1fe5"
"4b0042f17f03f3a44d6761f5354c555c","2017-10-17 00:00:00","Operations Division","East District","ED Middle Shift","","","CPCO (Informal)","Breach of Discipline","","","Black","Female","39","White","Male","28","3","A70e3051d56127d38aa7c197354b1fe5"
"fd2c34db6314681385eb30d9866fa0b6","2017-12-01 00:00:00","Operations Division","Southwest District","SW Middle Shift","","Call for Service","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","","White","Female","40","White","Male","47","18","51e77ff02dd4cb0b691f657e540e6b72"
"250e5853abd71b2f23dd946173021647","2018-03-15 00:00:00","Operations Division","East District","ED Middle Shift","","","CPCO (Informal)","","","","Black","Male","41","Hispanic","Male","29","1","27f73d95c5c2bff28785d13fd7a3e0c1"
"87bc6ad95f8c8c471638ef9398adef26","2015-06-25 00:00:00","Operations Division","Southwest District","SW Late Tactical Shift","","Arrest","CPCO (Formal)","Use of Force","Unreasonable Force (Less Lethal Weapon)","","White","Male","36","White","Male","40","12","bb68927c4f6cc615c71a2137df940617"
"87bc6ad95f8c8c471638ef9398adef26","2015-06-25 00:00:00","Operations Division","Southwest District","SW Late Tactical Shift","","Arrest","CPCO (Formal)","Use of Force","Unreasonable Force (Hands, Fists, Feet)","","White","Male","36","White","Male","30","7","4210ea04a167e2752104727a9fa5d451"
"0926a21dbce42cf9f0e83c81559b2cf0","2017-03-03 00:00:00","Operations Division","Southeast District","SE Late Shift","","","CPCO (Informal)","","","","","Female","","White","Male","60","32","2f39a4a6402dd5942dc64ab7e303722e"
"87bc6ad95f8c8c471638ef9398adef26","2015-06-25 00:00:00","Operations Division","Southwest District","SW Late Tactical Shift","","Arrest","CPCO (Formal)","Use of Force","Unreasonable Force (Hands, Fists, Feet)","","White","Male","36","White","Male","27","1","7552069aa80a55151fb9ba25bf38bf1a"
"682da6fd10e0e54ba6d00889ea996ede","2017-09-23 00:00:00","Operations Division","Southeast District","SE Late Shift","","Call for Service","CPCO (Informal)","Citizen Interaction","Rude, Discourteous, or Insulting Language","","","Male","","White","Male","34","9","Ffd9da06b916f84792d7bb9c6edc4ba4"
"7a02f3472e0c045f22cc07a4f1f6f181","2017-10-20 00:00:00","Homeland Security Division","Homeland Security Bureau/Traffic","Crash Investigations Section","Accident Investigations Unit","","CPCO (Informal)","","","","","Female","","White","Male","66","2","2b6fdd78860fe94c9111a7bdf0b16a39"
